species,treatment,value
v,x1,-0.16288626339639542
v,x1,-0.06277292342317159
v,x1,-0.1782749749291586
v,x1,-0.10207956820868129
v,x1,-0.08524462155453791
v,x1,-0.11411412734111562
v,x1,-0.08154268859272665
v,x1,-0.0519592449568926
v,x1,-0.05096662310047132
v,x1,-0.06330598030892157
v,x1,-0.11155903584823687
v,x1,-0.10135800396103296
v,x1,-0.0812223598401658
v,x1,-0.06800494353132759
v,x1,-0.011407721088939695
v,x1,-0.09632134456545265
v,x1,-0.08992805969620835
v,x1,-0.1888374492740153
v,x1,-0.019607632276789338
v,x1,-0.09178989644381236
v,x1,-0.08847210154674792
v,x1,-0.07276736959088498
v,x1,-0.06797645361913975
v,x1,-0.05008007977805662
v,x1,-0.03840290781996967
v,x1,-0.0353570865947445
v,x1,-0.07747754837692958
v,x1,-0.1036505698177724
v,x1,-0.06752687620203586
v,x1,-0.08414302232484981
v,x1,-0.0608683925920074
v,x1,-0.1285960690806609
v,x1,-0.10474193736842503
v,x1,-0.07470160675277755
v,x1,-0.050439728153134744
v,x1,-0.04595635139633236
v,x1,-0.05853915125560247
v,x1,-0.13416376487221215
v,x1,-0.0540490351618745
v,x1,-0.02333524757934448
v,x1,-0.10584258461457244
v,x1,0.10360139905873629
v,x1,0.0006004597691715427
v,x1,-0.07474120818034181
v,x1,0.034682156863534847
v,x1,-0.017390187447879533
v,x1,-0.0661649130425028
v,x1,-0.042350999461527816
v,x1,-0.011157044002992555
v,x1,-0.07204301621704481
v,x1,-0.018335063468745208
v,x1,-0.046197397741948726
v,x1,-0.007092043758589992
v,x1,0.012886009723726576
v,x1,0.03585177150815997
v,x1,0.007891109537708501
v,x1,0.041589587429722144
v,x1,0.08527833491402768
v,x1,-0.08379026788225973
v,x1,-0.059005458605702256
v,x1,-0.058788097932761414
v,x1,-0.05807661546578393
v,x1,-0.06179416140139386
v,x1,-0.05915207194525743
v,x1,-0.05375096772043009
v,x1,-0.05586029694235668
v,x1,-0.10003746374877279
v,x1,-0.012520873129700282
v,x1,-0.062233899410872054
v,x1,-0.06894600842219825
v,x1,-0.04447258126245499
v,x1,-0.029411259455507526
v,x1,-0.024504889726439258
v,x1,-0.12136351533422098
v,x1,0.00020579616334955063
v,x1,-0.11995895652786825
v,x1,0.07065388327673004
v,x1,0.014018346398568105
v,x1,0.004085444237447086
v,x1,0.05047492579493323
v,x1,0.13352733610056217
v,x1,-0.10424329704949248
v,x1,-0.06567658230523436
v,x1,-0.1010549667971253
v,x1,-0.09862898572429021
v,x1,-0.1001906975218077
v,x1,-0.08592090487268765
v,x1,-0.11319091967754223
v,x1,-0.11180256814598555
v,x1,-0.16592987999767864
v,x1,-0.061528787231025235
v,x1,-0.19964202364224928
v,x1,-0.1862846531987328
v,x1,-0.10890778093326221
v,x1,-0.18498051954253203
v,x1,-0.1919224619534836
v,x1,-0.10337219961542811
v,x1,-0.11350131264465009
v,x1,-0.07900923181539084
v,x1,-0.09722334965328108
v,x1,-0.054665304872586445
v,x1,-0.20180653496773443
v,x1,-0.03244655222610978
v,x1,-0.03229141721168299
v,x1,-0.0976408388561865
v,x1,-0.04604406156292143
v,x1,-0.029860199528817424
v,x1,-0.09339497202968798
v,x1,-0.0785175821171439
v,x1,-0.10305683000955823
v,x1,-0.017981830262056575
v,x1,-0.1932316759955099
v,x1,-0.06919258053919491
v,x1,-0.11697981901164627
v,x1,-0.02175911136305928
v,x1,0.0026863339853750025
v,x1,0.044944609786706134
v,x1,0.01671719513251168
v,x1,0.001376209322229191
v,x1,0.004732288492725915
v,x1,0.02408451852182314
v,x1,0.02815791034883723
v,x1,-0.16207757303415157
v,x1,-0.03424690997143537
v,x1,0.039498874222577904
v,x1,-0.059687352410325266
v,x1,-0.011786961789265804
v,x1,0.006754830426992449
v,x1,0.0013600488011964139
v,x1,0.018926952115005793
v,x1,-0.02276597160116506
v,x1,-0.05586438166424547
v,x1,-0.051564026169181335
v,x1,-0.054576582346067125
v,x1,-0.0989399113546205
v,x1,-0.09796063687307956
v,x1,-0.07156798209988825
v,x1,-0.05187001892367465
v,x1,-0.10502913969909954
v,x1,-0.1770650051619298
v,x1,-0.0992742711329354
v,x1,-0.15469301900339782
v,x1,-0.2078737988009912
v,x1,-0.0998059475620903
v,x1,-0.11037417584763733
v,x1,-0.11327279561773297
v,x1,-0.1288592606820797
v,x1,-0.10979236239696082
v,x1,-0.043780382177777605
v,x1,-0.11706917020518266
v,x1,-0.16887878787661392
v,x1,0.03499221713547116
v,x1,-0.16256651581006223
v,x1,-0.08026643758745662
v,x1,-0.04440515859181869
v,x1,-0.14581932288422556
v,x1,-0.13550494417447217
v,x1,-0.03889274212468588
v,x1,-0.041047083910349794
v,x1,-0.061565640707931954
v,x1,-0.025481167541689893
v,x1,-0.03410006999839587
v,x1,0.0023732643286367107
v,x1,-0.019828783142055453
v,x1,-0.0805714910477292
v,x1,-0.06436607604347219
v,x1,-0.03342900428443915
v,x1,0.055289010995338596
v,x1,0.013377377391303737
v,x1,-0.003305763544140879
v,x1,-0.18503505391362424
v,x1,-0.11335410663371098
v,x1,-0.10823952953508151
v,x1,0.02618824297037269
v,x1,-0.07909546312595278
v,x1,-0.03880898836879381
v,x1,-0.02110794753361249
v,x1,0.05468237863903342
v,x1,0.012399576732748338
v,x1,0.0004973804560194919
v,x1,0.009014313880038571
v,x1,-0.07213656467688145
v,x1,-0.0807276649623269
v,x1,-0.09068138566019382
v,x1,-0.14903354656870843
v,x1,-0.163001478953628
v,x1,-0.25029651382185064
v,x1,-0.15680124669683765
v,x1,-0.15177294709151404
v,x1,-0.017048478811617633
v,x1,-0.05357219021145001
v,x1,-0.0034827898311906628
v,x1,-0.04650716855860841
v,x1,-0.07505410115608094
v,x1,-0.0828444780449353
v,x1,-0.10857928600126547
v,x1,-0.1176496095843821
v,x1,-0.05030870661144406
v,x1,-0.0946420403899667
v,x1,-0.1619236627611998
v,x1,-0.09507441785513172
v,x1,-0.15715457695670354
v,x1,-0.13812427725484513
v,x1,-0.050727391029625826
v,x1,-0.08003440106515486
v,x1,-0.05590169522157855
v,x1,-0.10057294022014318
v,x1,0.04079013122108554
v,x1,0.00744090143600259
v,x1,0.008734882208276413
v,x1,0.007547992020265858
v,x1,-0.16847004418467404
v,x1,-0.04892741710818621
v,x1,-0.0533767543615192
v,x1,-0.1454118711419562
v,x1,-0.06900460495340013
v,x1,-0.0668146234742053
v,x1,-0.09212913123785374
v,x1,-0.018265007045755656
v,x1,-0.0962343215025197
v,x1,0.01817978068170474
v,x1,0.011640068851095127
v,x1,-0.09731106006750648
v,x1,-0.12713876200659038
v,x1,-0.01560195352440228
v,x1,0.005836450719529785
v,x1,0.010147053695577269
v,x1,0.03233390004546946
v,x1,-0.07038458979868956
v,x1,-0.05199966221989366
v,x1,-0.011297485341125327
v,x1,0.008484277981764047
v,x1,-0.0014913222654601565
v,x1,-0.030100610768957613
v,x1,-0.02223737650896525
v,x1,-0.019658330994437298
v,x1,-0.0556028978693927
v,x1,-0.057167088938566056
v,x1,-0.022899063242255907
v,x1,-0.04956447538663794
v,x1,-0.1350975068391519
v,x1,-0.0713936916481384
v,x1,-0.0176590565927551
v,x1,-0.0915486289053119
v,x1,-0.10154420642543448
v,x1,-0.07000583371172699
v,x1,-0.04923309406420655
v,x1,-0.05024660703258198
v,x1,-0.04324656162725655
v,x1,-0.04855778260321587
v,x1,-0.04855778260321587
v,x1,-0.04814479558586439
v,x1,-0.04796585037403318
v,x1,-0.04812739778645801
v,x1,-0.07307054803337994
v,x1,-0.04705868383224442
v,x1,-0.050591010942528984
v,x1,-0.08932841192669827
v,x1,-0.1056069840366519
v,x1,-0.09653713816389443
v,x1,-0.09676716891989402
v,x1,-0.12706073137211077
v,x1,0.013439415086739126
v,x1,-0.11156600373745955
v,x1,-0.08026654889347835
v,x1,-0.07422470419342292
v,x1,-0.16074448284709034
v,x1,-0.011102208093950522
v,x1,-0.1329818372303931
v,x1,-0.14521689712349417
v,x1,-0.14156989506098872
v,x1,-0.12898609611964695
v,x1,-0.07186311860991815
v,x1,-0.09810877368267998
v,x1,-0.10810961215096575
v,x1,-0.11926180222961416
v,x1,-0.1209789724974406
v,x1,-0.11160750892701315
v,x1,-0.017901566816088517
v,x1,-0.054976138617473747
v,x1,-0.0714042853419451
v,x1,-0.12257028526311009
v,x1,-0.12557924805133802
v,x1,-0.061425015688362075
v,x1,-0.1724828783636604
v,x1,-0.12754911226356175
v,x1,-0.20429744039854797
v,x1,-0.2062766046694181
v,x1,-0.16399081993624443
v,x1,-0.13327024952694153
v,x1,-0.18292112522626333
v,x1,-0.18510169662125298
v,x1,-0.10550344139844903
v,x1,-0.04982634440277386
v,x1,-0.07828712286668092
v,x1,-0.034252596140993664
v,x1,-0.027922407043938474
v,x1,-0.02448141054393322
v,x1,-0.12627019591619118
v,x1,-0.10559355949767259
v,x1,-0.10530994317866871
v,x1,-0.11691283027595221
v,x1,-0.11860819783172742
v,x1,-0.11945640647422606
v,x1,-0.11673495086401611
v,x1,-0.11673495086401611
v,x1,-0.11778874126532986
v,x1,-0.11778874126532986
v,x1,-0.1523196345221782
v,x1,-0.1324463487436807
v,x1,-0.04536645926982269
v,x1,-0.09059003991915068
v,x1,-0.048355782539337304
v,x1,-0.03243837740074963
v,x1,-0.04533725130776895
v,x1,-0.015214002109441242
v,x1,-0.004618801326036132
v,x1,0.01682973804786773
v,x1,0.030235795370734293
v,x1,-0.023772295705633308
v,x1,0.044321676182488494
v,x1,-0.03908826899164182
v,x1,-0.022349157551726107
v,x1,0.04648085848059659
v,x1,-0.027608581662606504
v,x1,-0.02541639391883343
v,x1,-0.010943576388512758
v,x1,-0.0282798228821023
v,x1,-0.08077661466552431
v,x1,-0.07232744133450238
v,x1,-0.07178085768550811
v,x1,-0.12370845111297353
v,x1,-0.05522469594294841
v,x1,-0.05088794056466111
v,x1,-0.026349836261303036
v,x1,-0.06966796973826987
v,x1,-0.12007407706127904
v,x1,-0.018192123741850426
v,x1,-0.07817128268828429
v,x1,-0.05916445047307475
v,x1,-0.015463619945769747
v,x1,-0.027105207021832278
v,x1,-0.09393595957859578
v,x1,0.013776723060328677
v,x1,-0.03212809158318457
v,x1,0.01609164159186447
v,x1,0.015646357682618437
v,x1,-0.015594702211199867
v,x1,-0.04335957570583961
v,x1,-0.11975393501606305
v,x1,-0.19997885096952814
v,x1,-0.04372319611466786
v,x1,-0.07302956457344555
v,x1,-0.057086206584259946
v,x1,-0.037835273251881255
v,x1,-0.08855212753113065
v,x1,-0.16993062571156292
v,x1,-0.15857651681407625
v,x1,-0.14512672000468188
v,x1,-0.11824171952653868
v,x1,-0.06316443154308911
v,x1,-0.16722939590477082
v,x1,-0.09280072286968286
v,x1,-0.0760556778625798
v,x1,-0.17260334306911754
v,x1,-0.05699980327197246
v,x1,-0.15822498057314704
v,x1,-0.13547710496450774
v,x1,-0.09598579951406115
v,x1,-0.0792202090415612
v,x1,-0.07543358636331174
v,x1,-0.0653118297240181
v,x1,-0.05257326407018979
v,x1,-0.0286294643044383
v,x1,-0.08398153752058553
v,x1,-0.02259803109547878
v,x1,-0.012781295884493499
v,x1,-0.03135918368628425
v,x1,-0.05806125790260227
v,x1,-0.07691593162570898
v,x1,-0.08440056014740051
v,x1,-0.0950497005402841
v,x1,-0.05259730053542485
v,x1,-0.0754221165318509
v,x1,-0.060704223076305824
v,x1,-0.11086773848641206
v,x1,-0.09342636477936174
v,x1,-0.07675775170698398
v,x1,-0.12425652928738519
v,x1,-0.02253095280058425
v,x1,-0.022682426240859668
v,x1,-0.016806739784460123
v,x1,-0.09550627339333669
v,x1,-0.11416714884782232
v,x1,-0.15128430394688627
v,x1,-0.06758537169202497
v,x1,-0.03729556493120478
v,x1,-0.049908247771024136
v,x1,-0.13811881556804959
v,x1,-0.04134538444786683
v,x1,-0.07480308418702356
v,x1,0.023420068675176733
v,x1,-0.04809371231819762
v,x1,-0.004156145075951512
v,x1,-0.0032271735289493043
v,x1,-0.09993287096273254
v,x1,-0.0968775317212509
v,x1,-0.0729793220822705
v,x1,-0.09713056318878467
v,x1,-0.0652984824105703
v,x1,-0.1137017200971443
v,x1,-0.16502357143764756
v,x1,-0.13642151319867846
v,x1,-0.07518401793844116
v,x1,-0.09173597339207262
v,x1,-0.08317828620925245
v,x1,-0.046316708625092476
v,x1,-0.09111376875510603
v,x1,-0.05006073185410452
v,x1,-0.10350914364768268
v,x1,-0.056994539966188966
v,x1,-0.14622740183659913
v,x1,-0.06915612332017551
v,x1,-0.06125008965084458
v,x1,-0.005169961332300504
v,x1,-0.06285683279020723
v,x1,-0.06611788286686018
v,x1,-0.07171130026777925
v,x1,-0.027747659416788716
v,x1,-0.032919220322906645
v,x1,-0.016038587535857924
v,x1,-0.08765266075136133
v,x1,-0.051433351152205604
v,x1,-0.10231845366210095
v,x1,-0.0761591643586863
v,x1,-0.0357797219644423
v,x1,-0.12857374241688102
v,x1,-0.11640409464205849
v,x1,-0.11640409464205849
v,x1,-0.08969377486770305
v,x1,-0.07665100900161553
v,x1,-0.049166878009798444
v,x1,-0.10065502579961254
v,x1,-0.058445368319823256
v,x1,-0.21523663013495598
v,x1,-0.15137578846568597
v,x1,-0.03992828952288745
v,x1,0.03837843670359398
v,x1,6.787804686721535e-5
v,x1,-0.023453654645665317
v,x1,-0.0594753951409909
v,x1,-0.07066137006633591
v,x1,-0.07486480426761796
v,x1,-0.019690065729805504
v,x1,-0.03235083062764146
v,x1,-0.06168484458460188
v,x1,-0.04830589317050825
v,x1,-0.06348656067570144
v,x1,-0.07701379481246858
v,x1,-0.08419234164985694
v,x1,-0.045947606905417
v,x1,-0.079886430387138
v,x1,-0.12351835489177529
v,x1,-0.06312314189853985
v,x1,-0.10024341527026726
v,x1,-0.10943252275582695
v,x1,-0.07139661510737033
v,x1,-0.01435136945985028
v,x1,-0.060665897663094756
v,x1,-0.12254777908607455
v,x1,-0.13425696160409892
v,x1,-0.1629503926747884
v,x1,-0.1460652404762742
v,x1,-0.17474168150044272
v,x1,-0.20385027533553754
v,x1,-0.10818380503270413
v,x1,-0.03323019940405339
v,x1,-0.04179191913871507
v,x1,-0.03504956405721899
v,x1,-0.14226173927873434
v,x1,-0.1851080865639442
v,x1,-0.16916466034031652
v,x1,-0.14792448510587342
v,x1,-0.15123956381871997
v,x1,-0.16058430669013374
v,x1,-0.12642449826348018
v,x1,-0.12485399504653065
v,x1,-0.1511950621122676
v,x1,-0.146160678354433
v,x1,-0.12044501302527721
v,x1,-0.06654868987822837
v,x1,-0.07998513985296052
v,x1,-0.18035727524676934
v,x1,-0.17784712038448486
v,x1,-0.1228168238561334
v,x1,-0.15678352395312017
v,x1,-0.18825247277194207
v,x1,-0.16834723160538986
v,x1,-0.032651990640350126
v,x1,-0.02695474668490089
v,x1,-0.022810808460976117
v,x1,-0.0437610275339454
v,x1,-0.09715439047166205
v,x1,-0.06450002619784091
v,x1,-0.17927778020399737
v,x1,-0.13320460091898548
v,x1,-0.048661924457489986
v,x1,-0.29143085565838917
v,x1,-0.3136749270125884
v,x1,-0.30242811284720766
v,x1,-0.1324550629982704
v,x1,-0.15338631308899622
v,x1,-0.2795541208660109
v,x1,-0.19201574073113606
v,x1,-0.04926338534681543
v,x1,-0.040430315923700264
v,x1,-0.05642559199447838
v,x1,-0.037168113176657934
v,x1,-0.04523982731756159
v,x1,-0.01682703571858973
v,x1,-0.07400721871489707
v,x1,-0.03148817445749107
v,x1,0.03375903703917168
v,x1,0.025197404021680952
v,x1,-0.005155331749637851
v,x1,0.0062863162911641415
v,x1,-0.05913199241831322
v,x1,-0.04287414295994693
v,x1,-0.02888876406619947
v,x1,-0.014687589277469763
v,x1,0.022289357208563433
v,x1,0.011470242299432725
v,x1,-0.07179242846228638
v,x1,-0.009764606239508167
v,x1,-0.08360531666744364
v,x1,-0.06638512699100366
v,x1,0.0016937783172081174
v,x1,-0.07694692645894066
v,x1,-0.09447312963793247
v,x1,-0.09858914262799119
v,x1,-0.07065561225846312
v,x1,-0.08412042556104081
v,x1,-0.08582411452429997
v,x1,-0.07368769903148005
v,x1,-0.14261541341465944
v,x1,-0.08170871426237396
v,x1,-0.1274634500379213
v,x1,-0.09373271560746918
v,x1,-0.05580449544258864
v,x1,-0.04228337419087476
v,x1,-0.05973153510057818
v,x1,-0.05317432035652469
v,x1,-0.05100699704200734
v,x1,-0.029259990483690133
v,x1,-0.010629092125774023
v,x1,-0.030341234994338866
v,x1,-0.035964085408903536
v,x1,-0.025498289101705224
v,x1,-0.020581069850525553
v,x1,-0.11399377388931325
v,x1,-0.18508986251290493
v,x1,-0.16901592624834708
v,x1,-0.12315172690420645
v,x1,-0.0968659192028927
v,x1,-0.03673293180988211
v,x1,-0.04148646365969292
v,x1,-0.057248282450427325
v,x1,-0.11371468259525562
v,x1,-0.04696413813997421
v,x1,0.022759949404359357
v,x1,0.024906492846424003
v,x1,-0.01966276780436384
v,x1,-0.03145894381816038
v,x1,-0.010860901697713029
v,x1,0.0001664856277919782
v,x1,0.10422216698562252
v,x1,0.01842236225913046
v,x1,-0.0447572505463715
v,x1,-0.030513108153346482
v,x1,-0.020351313196073546
v,x1,-0.08387751719951739
v,x1,-0.03537951305512627
v,x1,-0.017437193473707143
v,x1,0.00027392836163490225
v,x1,-0.029925268958546348
v,x1,-0.0386225808170618
v,x1,-0.023346844698618176
v,x1,-0.025114273440457413
v,x1,-0.0340862316816039
v,x1,0.002397960288226367
v,x1,-0.046316194724259074
v,x1,-0.030185707951841525
v,x1,-0.06269071408432324
v,x1,-0.08241292002904103
v,x1,0.00024394659968237
v,x1,-0.011689844166962192
v,x1,-0.06174689599878655
v,x1,-0.14346950179277002
v,x1,-0.16021137982767947
v,x1,-0.12655804485258845
v,x1,-0.14093599448160238
v,x1,-0.026731048020560238
v,x1,-0.025663279863110653
v,x1,-0.04311724662975764
v,x1,-0.10067578629508722
v,x1,-0.16259644497075051
v,x1,-0.10341598644083247
v,x1,-0.26209754235133054
v,x1,-0.28067316651678026
v,x1,-0.25994405931817066
v,x1,-0.17541890157259532
v,x1,-0.2234776066259384
v,x1,-0.18709918224777422
v,x1,-0.1546659586238935
v,x1,-0.07607813168312445
v,x1,-0.21535411089004855
v,x1,-0.2052808837705517
v,x1,-0.16918195958366072
v,x1,-0.19197605458280645
v,x1,-0.0014863044970258405
v,x1,3.861644065024806e-6
v,x1,0.06350942213132613
v,x1,0.009581453285160269
v,x1,-0.03426114573210884
v,x1,-0.1711121779233778
v,x1,0.046291189754570236
v,x1,-0.04879029022697875
v,x1,0.04591689628951968
v,x1,-0.08448428048614594
v,x1,-0.12251236632044674
v,x1,-0.012065431695408402
v,x1,-0.047254329035635534
v,x1,-0.017418995605131184
v,x1,-0.0275330543324751
v,x1,0.050419147472966656
v,x1,-0.018386176244804604
v,x1,-0.009878024953007316
v,x1,-0.08795030887904322
v,x1,-0.07059176606230329
v,x1,-0.02204169033600765
v,x1,-0.030891126394968306
v,x1,-0.050689322608399694
v,x1,-0.09971919795895576
v,x1,-0.08042451415223745
v,x1,-0.008940512713892948
v,x1,0.005755088815854705
v,x1,-0.046527434505733996
v,x1,-0.03515354136615368
v,x1,-0.07485080532614906
v,x1,0.04033927609698577
v,x1,0.03175606515235545
v,x1,-0.031732534301341216
v,x1,0.08363667048834582
v,x1,0.012882381982136216
v,x1,-0.0027703274624134924
v,x1,-0.0956573735471845
v,x1,-0.060174137661766824
v,x1,-0.08053993378231962
v,x1,-0.08212417960303338
v,x1,-0.08601190197702317
v,x1,-0.10617515040851494
v,x1,-0.08361467251547433
v,x1,-0.08890547818173462
v,x1,-0.15471262276746836
v,x1,-0.09334788836806301
v,x1,-0.02511291829692453
v,x1,-0.05393093638277159
v,x1,0.05424849188291126
v,x1,0.0638583184975004
v,x1,0.04774102644527898
v,x1,-0.04732712331152065
v,x1,0.0016078192355662034
v,x1,-0.002426073872840195
v,x1,-0.0008559147849386028
v,x1,0.0027234846490046876
v,x1,-0.03313439548695915
v,x1,-0.10312372063791773
v,x1,-0.09772495298661941
v,x1,-0.0509674347135181
v,x1,-0.040359520336672776
v,x1,-0.04372905520033949
v,x1,-0.08272088721623166
v,x1,-0.06388977707740377
v,x1,-0.11114564336005263
v,x1,-0.14760044534683528
v,x1,-0.10912527794813577
v,x1,-0.1356507636751004
v,x1,-0.14056074659461726
v,x1,-0.13762915364640693
v,x1,-0.1040166460258369
v,x1,-0.09672724649301052
v,x1,-0.10322506127926755
v,x1,-0.10330894346040713
v,x1,-0.06585928887644854
v,x1,-0.04526142015253923
v,x1,-0.05848847137868887
v,x1,-0.19196880045676618
v,x1,-0.08592485064717997
v,x1,-0.14659984102551935
v,x1,-0.1341958444204537
v,x1,-0.004626667660228214
v,x1,0.0283356849100528
v,x1,0.0011491326180353635
v,x1,0.0035932035026663973
v,x1,0.015922944461569766
v,x1,-0.04252238345268585
v,x1,0.037001380620069295
v,x1,-0.11966229128773238
v,x1,-0.028109925261199722
v,x1,-0.07484674840441656
v,x1,-0.07609470718512135
v,x1,-0.04541893270532315
v,x1,-0.007200176594135969
v,x1,-0.031777437690232176
v,x1,0.02726891201782617
v,x1,0.07158680473245976
v,x1,0.0840727793765664
v,x1,0.10964563691161335
v,x1,0.05275342111714559
v,x1,0.043674554082208356
v,x1,0.021228375322035403
v,x1,-0.022520590404266835
v,x1,0.014373920858623934
v,x1,0.0024798863211962893
v,x1,-0.09535890571732462
v,x1,-0.08986863562256617
v,x1,-0.05389301424457567
v,x1,-0.05625433834515595
v,x1,-0.0876031449974114
v,x1,-0.15299242328671675
v,x1,0.06360321565655522
v,x1,-0.10285333703160848
v,x1,-0.16513299144067423
v,x1,-0.09907939372020409
v,x1,-0.1790409183469285
v,x1,-0.1348898248826743
v,x1,0.004791132478609732
v,x1,-0.013898890229344237
v,x1,-0.08274228933899526
v,x1,-0.07413948706152836
v,x1,0.007679221799233723
v,x1,-0.05787068734585781
v,x1,-0.028247410717112776
v,x1,-0.1183086252785503
v,x1,-0.10772559758533426
v,x1,-0.028372476943237038
v,x1,-0.10816890732522397
v,x1,-0.08119999051355689
v,x1,-0.11435888754754084
v,x1,-0.11758750503328133
v,x1,-0.14836138896751888
v,x1,-0.12884582633806918
v,x1,-0.12428834275624445
v,x1,-0.13166514714684016
v,x1,-0.10966379118544207
v,x1,-0.18399664153910794
v,x1,-0.171078409094176
v,x1,-0.09183665050973851
v,x1,0.05082966737973503
v,x1,0.017439515381449333
v,x1,0.09894787892076455
v,x1,-0.020683691582795646
v,x1,-0.020188432011160915
v,x1,-0.005243033021406782
v,x1,0.028632929455572755
v,x1,-0.13933224423856036
v,x1,0.11746344629000458
v,x1,-0.32251018841076246
v,x1,-0.3478881387793291
v,x1,-0.5694678751838805
v,x1,-0.5284593142565974
v,x1,-0.5512048746568041
v,x1,-0.5531176851447064
v,x1,-0.5343274373760093
v,x1,0.1255151872362286
v,x1,-0.14749274326974351
v,x1,-0.023778592928456122
v,x1,-0.28075512101376904
v,x1,-0.07043968077167986
v,x1,-0.14815147595501038
v,x1,-0.143904272801844
v,x1,-0.13997038212904114
v,x1,-0.04794958071566989
v,x1,-0.02737376130076087
v,x1,-0.026389729645964498
v,x1,-0.08121274530888789
v,x1,0.030012525784515225
v,x1,-0.011325558041571525
v,x1,0.010273783491267426
v,x1,0.06095154449943387
v,x1,-0.043151937632937946
v,x1,-0.058037858924612974
v,x1,-0.02347841430186158
v,x1,-0.030214355687430895
v,x1,-0.04835284470900272
v,x1,-0.00995142797665774
v,x1,-0.06917463232621321
v,x1,-0.06917463232621321
v,x1,-0.0692322636833891
v,x1,0.013740804489055066
v,x1,-0.02977600611404516
v,x1,-0.018935758182876832
v,x1,-0.0355248748314787
v,x1,-0.05628153790772982
v,x1,0.03533681883169377
v,x1,-0.17250956439154658
v,x1,-0.22010599921314122
v,x1,-0.18478950544313907
v,x1,-0.22999577737358817
v,x1,-0.16444511640066983
v,x1,-0.16091584129374306
v,x1,-0.10456020475361417
v,x1,-0.10811112075157174
v,x1,-0.1364161571220435
v,x1,-0.10402189622923509
v,x1,-0.10545592247495096
v,x1,-0.14655813307840926
v,x1,-0.05922367556673581
v,x1,-0.006263743494866936
v,x1,-0.03486905022629411
v,x1,-0.04170428389831396
v,x1,-0.011747881066646409
v,x1,0.010629449361459055
v,x1,-0.005343033615133612
v,x1,-0.0086219550539243
v,x1,-0.02168671773059564
v,x1,-0.060217248202012005
v,x1,-0.07045399586256165
v,x1,-0.028195289337716985
v,x1,-0.046259874263476095
v,x1,-0.04708311029701523
v,x1,-0.05908493827147584
v,x1,-0.038906867152827346
v,x1,-0.009117225242269864
v,x1,0.007152042344914051
v,x1,-0.0462365942911307
v,x1,0.02997981230407618
v,x1,-0.0589623591771013
v,x1,-0.041037347411569204
v,x1,-0.04196686902392915
v,x1,0.008560577717478072
v,x1,-0.0011810167982136824
v,x1,-0.035871393136440534
v,x1,-0.017721528382686605
v,x1,-0.019017518495748523
v,x1,-0.02912240449383568
v,x1,0.006983819315551166
v,x1,-0.02964306647050563
v,x1,-0.07585194809124124
v,x1,-0.01983576347647623
v,x1,-0.028199091167546594
v,x1,0.03897837804892441
v,x1,0.0003345710597131885
v,x1,0.03603268506719497
v,x1,-0.0415685593878969
v,x1,-0.03372174021998728
v,x1,-0.021135387676920244
v,x1,-0.04941027502141842
v,x1,-0.058559948530572434
v,x1,0.018608593253338235
v,x1,-0.07048662860805935
v,x1,-0.04277271692855257
v,x1,0.023137345264317252
v,x1,0.13996586786102555
v,x1,0.054002843113659674
v,x1,0.06187351561360403
v,x1,0.0707901560637396
v,x1,0.017870751768507318
v,x1,-0.022613959125754424
v,x1,0.046557238317154456
v,x1,0.04767336505247824
v,x1,0.026942986059847664
v,x1,0.03503019025512999
v,x1,0.03932763818213176
v,x1,0.08443789525550209
v,x1,0.057582018424731464
v,x1,0.0487901466454714
v,x1,0.04822522876962198
v,x1,0.04058938533356672
v,x1,0.03467858797295658
v,x1,0.032304793287517064
v,x1,0.0732203674584572
v,x1,0.010320198077393393
v,x1,0.06202600435964744
v,x1,0.04233714065061753
v,x1,0.10207091324363603
v,x1,0.06031772257334917
v,x1,-0.1471887118969336
v,x1,-0.18689545706095945
v,x1,-0.04452256811861466
v,x1,-0.09704556039999132
v,x1,-0.12883878834878065
v,x1,-0.06675502335958035
v,x1,-0.12450474311393007
v,x1,-0.09730907490828918
v,x1,-0.09617182691586501
v,x1,-0.09304537834116784
v,x1,-0.1436829233665069
v,x1,-0.20302992014180607
v,x1,-0.06463544778442172
v,x1,-0.1748738357244456
v,x1,-0.18653947505460447
v,x1,-0.04715963635671074
v,x1,-0.02088709275392789
v,x1,-0.112579521323744
v,x1,-0.09751575897723212
v,x1,-0.058366498487700084
v,x1,-0.07116433332046904
v,x1,-0.04079732117445276
v,x1,-0.18703168153813254
v,x1,-0.1250033121349127
v,x1,0.07387224087482604
v,x1,0.2181183270128064
v,x1,0.21045511292090577
v,x1,0.1574883315400549
v,x1,0.18487431045122193
v,x1,-0.25896621640424
v,x1,0.17411428587269293
v,x1,0.09798915427393627
v,x1,0.21057847833998972
v,x1,0.29729527292633273
v,x1,0.2747272879048042
v,x1,0.23757989587895498
v,x1,0.27843377914920964
v,x1,-0.1310369105948922
v,x1,-0.08743877701623513
v,x1,0.014033423906675318
v,x1,0.07912511954350408
v,x1,-0.14317039068072313
v,x1,-0.026072803053907547
v,x1,-0.05733358722561328
v,x1,0.03541504304345956
v,x1,-0.09783605583594099
v,x1,-0.03295391488307269
v,x1,-0.08104151771887814
v,x1,-0.05220840467885656
v,x1,-0.06205958698328943
v,x1,-0.04607262048129189
v,x1,-0.1015795222727815
v,x1,-0.0874895164704816
v,x1,-0.07116617418499395
v,x1,0.05831070313725601
